交易 #,类型,日期/时间,信号,价格 USDT,仓位大小（数量）,仓位大小（价值）,净损益 USDT,净损益 %,最大交易获利 USDT,最大交易获利 %,交易亏损 USDT,交易亏损 %,累计P&L USDT,累计P&L %
111,空头出场,2021-11-09 00:00,平空-EMA,2.095,105986,209216.364,-13039.93,-6.23,3286.94,1.57,-17698.28,-8.46,186281.19,1862.81
111,空头进场,2021-11-04 20:00,开空,1.974,105986,209216.364,-13039.93,-6.23,3286.94,1.57,-17698.28,-8.46,186281.19,1862.81
112,多头出场,2021-11-11 20:00,平多,2.08,92321,196182.125,-4348.55,-2.22,23259.12,11.85,-17916.04,-9.13,181932.62,1819.33
112,多头进场,2021-11-09 04:00,开多,2.125,92321,196182.125,-4348.55,-2.22,23259.12,11.85,-17916.04,-9.13,181932.62,1819.33
113,空头出场,2021-11-24 08:00,平空-止盈,1.674,99448,191835.192,25180.08,13.12,25561.67,13.32,-4173.29,-2.17,207112.72,2071.13
113,空头进场,2021-11-16 08:00,开空,1.929,99448,191835.192,25180.08,13.12,25561.67,13.32,-4173.29,-2.17,207112.72,2071.13
114,多头出场,2021-12-30 00:00,平多,1.362,148125,217003.125,-15466.25,-7.12,18999.62,8.75,-19661,-9.06,191646.47,1916.46
114,多头进场,2021-12-24 00:00,开多,1.465,148125,217003.125,-15466.25,-7.12,18999.62,8.75,-19661,-9.06,191646.47,1916.46
115,空头出场,2022-01-13 00:00,平空-EMA,1.288,154322,201544.532,2577.64,1.28,36473.54,18.09,-13218.14,-6.56,194224.11,1942.24
115,空头进场,2021-12-30 08:00,开空,1.306,154322,201544.532,2577.64,1.28,36473.54,18.09,-13218.14,-6.56,194224.11,1942.24
116,多头出场,2022-01-21 04:00,平多,1.259,149103,204122.007,-16597.25,-8.13,40006.64,19.59,-17696.21,-8.67,177626.86,1776.27
116,多头进场,2022-01-16 12:00,开多,1.369,149103,204122.007,-16597.25,-8.13,40006.64,19.59,-17696.21,-8.67,177626.86,1776.27
117,空头出场,2022-02-05 04:00,平空-EMA,1.138,155371,187532.797,10538.43,5.62,44963.82,23.96,-5997.86,-3.20,188165.28,1881.65
117,空头进场,2022-01-21 08:00,开空,1.207,155371,187532.797,10538.43,5.62,44963.82,23.96,-5997.86,-3.20,188165.28,1881.65
118,多头出场,2022-02-11 08:00,平多,1.142,167852,198065.36,-6573.25,-3.32,13832.68,6.98,-10002.3,-5.05,181592.03,1815.92
118,多头进场,2022-02-07 16:00,开多,1.18,167852,198065.36,-6573.25,-3.32,13832.68,6.98,-10002.3,-5.05,181592.03,1815.92
119,空头出场,2022-02-20 16:00,平空-止盈,0.942,177475,191495.525,24134.74,12.60,27235.4,14.22,-6484.85,-3.38,205726.77,2057.27
119,空头进场,2022-02-12 04:00,开空,1.079,177475,191495.525,24134.74,12.60,27235.4,14.22,-6484.85,-3.38,205726.77,2057.27
120,多头出场,2022-04-06 20:00,平多,1.096,240646,215618.816,47889.52,22.20,84118.29,38.99,-8049.13,-3.73,253616.28,2536.16
120,多头进场,2022-03-19 20:00,开多,0.896,240646,215618.816,47889.52,22.20,84118.29,38.99,-8049.13,-3.73,253616.28,2536.16
121,空头出场,2022-04-12 04:00,平空-止盈,0.92,257309,263484.416,26510.03,10.06,27400.32,10.39,-11967.96,-4.54,280126.3,2801.26
121,空头进场,2022-04-09 04:00,开空,1.024,257309,263484.416,26510.03,10.06,27400.32,10.39,-11967.96,-4.54,280126.3,2801.26
